param_value,n_nodes,run_id,tau,alpha
10,10,93,590,0.0
10,10,94,547,0.0
10,10,95,466,0.0
10,10,96,793,0.0
10,10,97,886,0.0
10,10,98,961,0.0
10,10,99,478,0.0
10,10,100,654,0.0
10,10,101,802,0.0
10,10,102,774,0.0
10,10,103,505,0.0
10,10,104,636,0.0
10,10,105,831,0.0
10,10,106,627,0.0
10,10,107,786,0.0
10,10,108,682,0.0
10,10,109,623,0.0
10,10,110,575,0.0
10,10,111,484,0.0
10,10,112,547,0.0
10,10,113,478,0.0
10,10,114,682,0.0
10,10,115,505,0.0
10,10,116,728,0.0
10,10,117,445,0.0
10,10,118,718,0.0
10,10,119,795,0.0
10,10,120,693,0.0
10,10,121,541,0.0
10,10,122,985,0.0
10,10,123,406,0.0
10,10,124,757,0.0
10,10,125,443,0.0
10,10,126,1130,0.0
10,10,127,1018,0.0
10,10,128,447,0.0
10,10,129,608,0.0
10,10,130,686,0.0
10,10,131,461,0.0
10,10,132,799,0.0
10,10,133,710,0.0
10,10,134,672,0.0
10,10,135,450,0.0
10,10,136,294,0.0
10,10,137,925,0.0
10,10,138,619,0.0
10,10,139,805,0.0
10,10,140,978,0.0
10,10,141,792,0.0
10,10,142,343,0.0
10,10,143,448,0.0
10,10,144,564,0.0
10,10,145,504,0.0
10,10,146,558,0.0
10,10,147,547,0.0
10,10,148,783,0.0
10,10,149,532,0.0
30,10,0,2607,0.0
30,10,1,4405,0.0
30,10,2,6296,0.0
30,10,3,3281,0.0
30,10,4,7904,0.0
30,10,5,5179,0.0
30,10,6,5255,0.0
30,10,7,6276,0.0
30,10,8,4144,0.0
30,10,9,4850,0.0
30,10,10,3831,0.0
30,10,11,5813,0.0
30,10,12,6299,0.0
30,10,13,7097,0.0
30,10,14,6748,0.0
30,10,15,5780,0.0
30,10,16,9480,0.0
30,10,17,6805,0.0
30,10,18,3629,0.0
30,10,19,5017,0.0
30,10,20,16000,0.0
30,10,21,5572,0.0
30,10,22,9272,0.0
30,10,23,4457,0.0
30,10,24,5888,0.0
30,10,25,5701,0.0
30,10,26,8953,0.0
30,10,27,4323,0.0
30,10,28,3521,0.0
30,10,29,6074,0.0
30,10,30,4733,0.0
30,10,31,4286,0.0
30,10,32,7629,0.0
30,10,33,5965,0.0
30,10,34,7088,0.0
30,10,35,5111,0.0
30,10,36,8506,0.0
30,10,37,6090,0.0
30,10,38,4777,0.0
30,10,39,7496,0.0
30,10,40,7425,0.0
30,10,41,4382,0.0
30,10,42,8410,0.0
30,10,43,8553,0.0
30,10,44,6475,0.0
30,10,45,5978,0.0
30,10,46,3394,0.0
30,10,47,3275,0.0
30,10,48,6241,0.0
30,10,49,8081,0.0
30,10,50,5907,0.0
30,10,51,6174,0.0
30,10,52,9053,0.0
30,10,53,5950,0.0
30,10,54,3932,0.0
30,10,55,5267,0.0
30,10,56,6379,0.0
30,10,57,7765,0.0
30,10,58,5839,0.0
30,10,59,6489,0.0
30,10,60,6225,0.0
30,10,61,8763,0.0
30,10,62,7268,0.0
30,10,63,6618,0.0
30,10,64,5483,0.0
30,10,65,6922,0.0
30,10,66,7940,0.0
30,10,67,8521,0.0
30,10,68,5138,0.0
30,10,69,5228,0.0
30,10,70,5765,0.0
30,10,71,5349,0.0
30,10,72,4044,0.0
30,10,73,6859,0.0
30,10,74,5135,0.0
30,10,75,3954,0.0
30,10,76,3161,0.0
30,10,77,4286,0.0
30,10,78,5698,0.0
30,10,79,5297,0.0
30,10,80,3593,0.0
30,10,81,8178,0.0
30,10,82,5081,0.0
30,10,83,5402,0.0
30,10,84,3829,0.0
30,10,85,6462,0.0
30,10,86,3233,0.0
30,10,87,4554,0.0
30,10,88,3943,0.0
30,10,89,5881,0.0
30,10,90,6818,0.0
30,10,91,7162,0.0
30,10,92,5127,0.0
30,10,93,5183,0.0
30,10,94,8557,0.0
30,10,95,3677,0.0
30,10,96,6766,0.0
30,10,97,6237,0.0
30,10,98,5387,0.0
30,10,99,8203,0.0
30,10,100,6959,0.0
30,10,101,6357,0.0
30,10,102,6768,0.0
30,10,103,4542,0.0
30,10,104,5611,0.0
30,10,105,7905,0.0
30,10,106,9350,0.0
30,10,107,2909,0.0
30,10,108,7196,0.0
30,10,109,4251,0.0
30,10,110,5738,0.0
30,10,111,7704,0.0
30,10,112,7703,0.0
30,10,113,6438,0.0
30,10,114,7453,0.0
30,10,115,5527,0.0
30,10,116,9457,0.0
30,10,117,5207,0.0
30,10,118,6993,0.0
30,10,119,5687,0.0
30,10,120,10400,0.0
30,10,121,4312,0.0
30,10,122,7260,0.0
30,10,123,6397,0.0
30,10,124,7889,0.0
30,10,125,5542,0.0
30,10,126,5533,0.0
30,10,127,3965,0.0
30,10,128,2644,0.0
30,10,129,5449,0.0
30,10,130,3886,0.0
30,10,131,7035,0.0
30,10,132,3851,0.0
30,10,133,11853,0.0
30,10,134,7871,0.0
30,10,135,4937,0.0
30,10,136,5684,0.0
30,10,137,4059,0.0
30,10,138,5701,0.0
30,10,139,5174,0.0
30,10,140,7357,0.0
30,10,141,6135,0.0
30,10,142,8338,0.0
30,10,143,5770,0.0
30,10,144,5672,0.0
30,10,145,3962,0.0
30,10,146,3780,0.0
30,10,147,4628,0.0
30,10,148,4764,0.0
30,10,149,4848,0.0
50,10,0,16489,0.0
50,10,1,23849,0.0
50,10,2,17637,0.0
50,10,3,10771,0.0
50,10,4,15446,0.0
50,10,5,10328,0.0
50,10,6,12496,0.0
50,10,7,20820,0.0
50,10,8,17981,0.0
50,10,9,11678,0.0
50,10,10,16430,0.0
50,10,11,10405,0.0
50,10,12,15988,0.0
50,10,13,22263,0.0
50,10,14,14683,0.0
50,10,15,15885,0.0
50,10,16,20299,0.0
50,10,17,22286,0.0
50,10,18,15124,0.0
50,10,19,12133,0.0
50,10,20,38610,0.0
50,10,21,9203,0.0
50,10,22,15049,0.0
50,10,23,19196,0.0
50,10,24,17408,0.0
50,10,25,18847,0.0
50,10,26,19090,0.0
50,10,27,16283,0.0
50,10,28,8015,0.0
50,10,29,15532,0.0
50,10,30,14201,0.0
50,10,31,17046,0.0
50,10,32,23906,0.0
50,10,33,23071,0.0
50,10,34,20135,0.0
50,10,35,12566,0.0
50,10,36,18143,0.0
50,10,37,17235,0.0
50,10,38,18886,0.0
50,10,39,23830,0.0
50,10,40,14873,0.0
50,10,41,17226,0.0
50,10,42,15473,0.0
50,10,43,19281,0.0
50,10,44,19410,0.0
50,10,45,9991,0.0
50,10,46,15615,0.0
50,10,47,15641,0.0
50,10,48,11382,0.0
50,10,49,19699,0.0
50,10,50,15226,0.0
50,10,51,23840,0.0
50,10,52,13926,0.0
50,10,53,15653,0.0
50,10,54,9057,0.0
50,10,55,15498,0.0
50,10,56,15294,0.0
50,10,57,20803,0.0
50,10,58,8227,0.0
50,10,59,12595,0.0
50,10,60,10979,0.0
50,10,61,19817,0.0
50,10,62,19372,0.0
50,10,63,20412,0.0
50,10,64,13295,0.0
50,10,65,13502,0.0
50,10,66,18641,0.0
50,10,67,11926,0.0
50,10,68,13739,0.0
50,10,69,10982,0.0
50,10,70,19213,0.0
50,10,71,7307,0.0
50,10,72,19717,0.0
50,10,73,11038,0.0
50,10,74,17737,0.0
50,10,75,12041,0.0
50,10,76,16482,0.0
50,10,77,17282,0.0
50,10,78,13649,0.0
50,10,79,12741,0.0
50,10,80,12516,0.0
50,10,81,19757,0.0
50,10,82,10768,0.0
50,10,83,11786,0.0
50,10,84,13641,0.0
50,10,85,22800,0.0
50,10,86,13590,0.0
50,10,87,12062,0.0
50,10,88,8718,0.0
50,10,89,19564,0.0
50,10,90,23189,0.0
50,10,91,16864,0.0
50,10,92,13154,0.0
50,10,93,19966,0.0
50,10,94,32102,0.0
50,10,95,14042,0.0
50,10,96,22000,0.0
50,10,97,20760,0.0
50,10,98,11893,0.0
50,10,99,15498,0.0
50,10,100,9584,0.0
50,10,101,16607,0.0
50,10,102,16374,0.0
50,10,103,14478,0.0
50,10,104,20096,0.0
50,10,105,14445,0.0
50,10,106,18760,0.0
50,10,107,19550,0.0
50,10,108,13933,0.0
50,10,109,18373,0.0
50,10,110,14369,0.0
50,10,111,17873,0.0
50,10,112,15203,0.0
50,10,113,10638,0.0
50,10,114,15717,0.0
50,10,115,13960,0.0
50,10,116,21485,0.0
50,10,117,11957,0.0
50,10,118,22742,0.0
50,10,119,22518,0.0
50,10,120,15765,0.0
50,10,121,11881,0.0
50,10,122,24176,0.0
50,10,123,12593,0.0
50,10,124,20754,0.0
50,10,125,12166,0.0
