param_value,n_nodes,run_id,tau,alpha
200,100,4,308340,0.5
200,100,5,314712,0.5
200,100,6,293795,0.5
200,100,7,313356,0.5
200,100,8,307459,0.5
200,100,9,314235,0.5
200,100,10,315962,0.5
200,100,11,322186,0.5
400,10,0,940239,0.0
400,10,1,756952,0.0
400,10,2,614372,0.0
400,10,3,710733,0.0
400,10,4,637649,0.0
400,10,5,1228443,0.0
400,10,6,831766,0.0
400,10,7,1117430,0.0
400,10,8,678995,0.0
400,10,9,1050363,0.0
400,10,10,759481,0.0
400,10,11,669138,0.0
600,10,0,1812313,0.0
600,10,1,2370050,0.0
600,10,2,1580303,0.0
600,10,3,2066837,0.0
600,10,4,3627534,0.0
600,10,5,2127429,0.0
600,10,6,2692092,0.0
600,10,7,2516530,0.0
600,10,8,1855573,0.0
600,10,9,2060155,0.0
600,10,10,3175618,0.0
600,10,11,2985560,0.0
800,10,0,3361987,0.0
800,10,1,3877631,0.0
800,10,2,4078323,0.0
800,10,3,2641673,0.0
800,10,4,6681855,0.0
800,10,5,2804939,0.0
800,10,6,4847674,0.0
800,10,7,3360049,0.0
800,10,8,2694689,0.0
800,10,9,3873015,0.0
800,10,10,4264491,0.0
800,10,11,6908183,0.0
1000,10,0,5719533,0.0
1000,10,1,4980467,0.0
1000,10,2,7740214,0.0
1000,10,3,3565681,0.0
1000,10,4,7959709,0.0
1000,10,5,3740831,0.0
1000,10,6,7147848,0.0
1000,10,7,3641357,0.0
1000,10,8,6100323,0.0
1000,10,9,5969575,0.0
1000,10,10,7790254,0.0
1000,10,11,7610127,0.0
400,20,0,3465280,0.0
400,20,1,3092831,0.0
400,20,2,3230685,0.0
400,20,3,2386240,0.0
400,20,4,2831260,0.0
400,20,5,1916760,0.0
400,20,6,2480674,0.0
400,20,7,2884947,0.0
400,20,8,2070319,0.0
400,20,9,3403255,0.0
400,20,10,2152133,0.0
400,20,11,4505268,0.0
